 IDnum	Installation_Type	Coal_Worker_Strike	Strike_Resolution	Strike_Intervention	Additional_Cost
1717	Install_scrubbers	Yes	Quick	No	0.7
1718	Install_scrubbers	Yes	Lengthy	No	0.7
1719	Install_scrubbers	No	Lengthy	No	0.7
1720	New_cleaner_coal	Yes	Quick	No	0.7
1721	Install_scrubbers	Yes	Quick	No	0.7
1722	New_cleaner_coal	Yes	Lengthy	No	0.3
1723	Install_scrubbers	Yes	Quick	Yes	0.7
1724	Install_scrubbers	Yes	Quick	Yes	0.7
1725	Install_scrubbers	Yes	Quick	Yes	0.7
1726	Install_scrubbers	No	Lengthy	No	0.7
1727	Install_scrubbers	Yes	Quick	Yes	0.7
1728	Install_scrubbers	Yes	Quick	Yes	0.7
1729	New_cleaner_coal	Yes	Lengthy	No	0.3
1730	New_cleaner_coal	Yes	Quick	Yes	0.4
1731	Install_scrubbers	Yes	Quick	Yes	0.7
1732	Install_scrubbers	No	Quick	Yes	0.7
1733	New_cleaner_coal	Yes	Quick	Yes	0.4
1734	New_cleaner_coal	No	Quick	No	1
1735	New_cleaner_coal	Yes	Quick	Yes	0.4
1736	Install_scrubbers	Yes	Quick	Yes	0.7
1737	New_cleaner_coal	Yes	Quick	No	0.7
1738	New_cleaner_coal	Yes	Quick	No	0.7
1739	Install_scrubbers	No	Lengthy	No	0.7
1740	New_cleaner_coal	No	Lengthy	No	1
1741	New_cleaner_coal	No	Quick	No	1
1742	New_cleaner_coal	Yes	Quick	Yes	0.4
1743	Install_scrubbers	No	Quick	Yes	0.7
1744	New_cleaner_coal	Yes	Quick	No	0.7
1745	New_cleaner_coal	No	Quick	Yes	1
1746	Install_scrubbers	No	Quick	Yes	0.7
1747	New_cleaner_coal	Yes	Quick	No	0.7
1748	New_cleaner_coal	No	Quick	Yes	1
1749	Install_scrubbers	No	Quick	No	0.7
1750	New_cleaner_coal	Yes	Quick	No	0.7
1751	Install_scrubbers	Yes	Quick	Yes	0.7
1752	Install_scrubbers	Yes	Quick	No	0.7
1753	Install_scrubbers	No	Quick	No	0.7
1754	New_cleaner_coal	Yes	Quick	No	0.7
1755	Install_scrubbers	No	Quick	Yes	0.7
1756	Install_scrubbers	Yes	Quick	Yes	0.7
1757	New_cleaner_coal	Yes	Lengthy	No	0.3
1758	New_cleaner_coal	Yes	Quick	No	0.7
1759	Install_scrubbers	No	Quick	No	0.7
1760	New_cleaner_coal	Yes	Quick	Yes	0.4
1761	New_cleaner_coal	No	Quick	No	1
1762	New_cleaner_coal	Yes	Quick	Yes	0.4
1763	Install_scrubbers	No	Quick	Yes	0.7
1764	Install_scrubbers	Yes	Quick	No	0.7
1765	Install_scrubbers	Yes	Quick	No	0.7
1766	Install_scrubbers	No	Quick	No	0.7
1767	New_cleaner_coal	No	Lengthy	No	1
1768	New_cleaner_coal	No	Lengthy	No	1
1769	New_cleaner_coal	Yes	Quick	No	0.7
1770	New_cleaner_coal	Yes	Lengthy	No	0.3
1771	New_cleaner_coal	Yes	Quick	No	0.7
1772	Install_scrubbers	No	Lengthy	No	0.7
1773	New_cleaner_coal	Yes	Quick	No	0.7
1774	Install_scrubbers	Yes	Quick	Yes	0.7
1775	Install_scrubbers	Yes	Lengthy	No	0.7
1776	Install_scrubbers	Yes	Quick	Yes	0.7
1777	New_cleaner_coal	No	Lengthy	No	1
1778	Install_scrubbers	Yes	Quick	Yes	0.7
1779	New_cleaner_coal	Yes	Quick	Yes	0.4
1780	Install_scrubbers	Yes	Lengthy	No	0.7
1781	Install_scrubbers	Yes	Quick	Yes	0.7
1782	Install_scrubbers	Yes	Quick	Yes	0.7
1783	Install_scrubbers	Yes	Quick	No	0.7
1784	New_cleaner_coal	Yes	Quick	Yes	0.4
1785	Install_scrubbers	Yes	Quick	No	0.7
1786	Install_scrubbers	No	Quick	Yes	0.7
1787	New_cleaner_coal	Yes	Quick	Yes	0.4
1788	New_cleaner_coal	No	Quick	No	1
1789	Install_scrubbers	Yes	Quick	Yes	0.7
1790	New_cleaner_coal	Yes	Quick	No	0.7
1791	New_cleaner_coal	Yes	Quick	Yes	0.4
1792	Install_scrubbers	No	Quick	No	0.7
1793	New_cleaner_coal	No	Quick	No	1
1794	Install_scrubbers	Yes	Quick	No	0.7
1795	New_cleaner_coal	No	Quick	Yes	1
1796	New_cleaner_coal	Yes	Quick	Yes	0.4
1797	Install_scrubbers	No	Quick	No	0.7
1798	New_cleaner_coal	Yes	Quick	Yes	0.4
1799	New_cleaner_coal	Yes	Lengthy	No	0.3
1800	Install_scrubbers	No	Quick	No	0.7
1801	New_cleaner_coal	Yes	Quick	No	0.7
1802	Install_scrubbers	No	Quick	Yes	0.7
1803	Install_scrubbers	Yes	Quick	Yes	0.7
1804	Install_scrubbers	No	Quick	No	0.7
1805	Install_scrubbers	Yes	Quick	No	0.7
1806	New_cleaner_coal	Yes	Quick	Yes	0.4
1807	New_cleaner_coal	Yes	Quick	Yes	0.4
1808	Install_scrubbers	Yes	Quick	Yes	0.7
1809	New_cleaner_coal	Yes	Lengthy	No	0.3
1810	New_cleaner_coal	Yes	Quick	Yes	0.4
1811	Install_scrubbers	Yes	Quick	Yes	0.7
1812	New_cleaner_coal	Yes	Lengthy	No	0.3
1813	New_cleaner_coal	Yes	Quick	Yes	0.4
1814	New_cleaner_coal	Yes	Quick	Yes	0.4
1815	New_cleaner_coal	No	Lengthy	No	1
1816	Install_scrubbers	Yes	Quick	Yes	0.7
1817	New_cleaner_coal	Yes	Lengthy	No	0.3
1818	New_cleaner_coal	No	Quick	Yes	1
1819	Install_scrubbers	No	Quick	Yes	0.7
1820	New_cleaner_coal	Yes	Quick	No	0.7
1821	New_cleaner_coal	Yes	Quick	No	0.7
1822	Install_scrubbers	No	Quick	No	0.7
1823	Install_scrubbers	Yes	Quick	No	0.7
1824	Install_scrubbers	Yes	Quick	Yes	0.7
1825	New_cleaner_coal	Yes	Quick	No	0.7
1826	Install_scrubbers	Yes	Quick	Yes	0.7
1827	Install_scrubbers	No	Quick	Yes	0.7
1828	New_cleaner_coal	Yes	Quick	No	0.7
1829	New_cleaner_coal	Yes	Quick	Yes	0.4
1830	Install_scrubbers	Yes	Quick	No	0.7
1831	New_cleaner_coal	No	Quick	No	1
1832	New_cleaner_coal	Yes	Quick	Yes	0.4
1833	Install_scrubbers	Yes	Quick	Yes	0.7
1834	New_cleaner_coal	No	Quick	Yes	1
1835	New_cleaner_coal	Yes	Quick	No	0.7
1836	Install_scrubbers	No	Lengthy	No	0.7
1837	Install_scrubbers	No	Quick	No	0.7
1838	Install_scrubbers	No	Quick	No	0.7
1839	Install_scrubbers	Yes	Quick	Yes	0.7
1840	Install_scrubbers	Yes	Quick	Yes	0.7
1841	Install_scrubbers	Yes	Quick	No	0.7
1842	Install_scrubbers	No	Lengthy	No	0.7
1843	Install_scrubbers	Yes	Quick	No	0.7
1844	Install_scrubbers	Yes	Quick	Yes	0.7
1845	New_cleaner_coal	No	Quick	No	1
1846	New_cleaner_coal	Yes	Quick	No	0.7
1847	New_cleaner_coal	No	Quick	Yes	1
1848	New_cleaner_coal	Yes	Lengthy	No	0.3
1849	Install_scrubbers	No	Quick	Yes	0.7
1850	Install_scrubbers	Yes	Lengthy	No	0.7
1851	New_cleaner_coal	No	Quick	Yes	1
1852	New_cleaner_coal	Yes	Quick	Yes	0.4
1853	Install_scrubbers	No	Lengthy	No	0.7
1854	New_cleaner_coal	Yes	Quick	Yes	0.4
1855	Install_scrubbers	Yes	Quick	Yes	0.7
1856	Install_scrubbers	Yes	Quick	Yes	0.7
1857	Install_scrubbers	No	Quick	No	0.7
1858	Install_scrubbers	Yes	Quick	No	0.7
1859	Install_scrubbers	Yes	Quick	Yes	0.7
1860	New_cleaner_coal	No	Quick	No	1
1861	Install_scrubbers	Yes	Quick	Yes	0.7
1862	Install_scrubbers	Yes	Quick	No	0.7
1863	New_cleaner_coal	Yes	Lengthy	No	0.3
1864	New_cleaner_coal	No	Quick	Yes	1
1865	New_cleaner_coal	Yes	Lengthy	Yes	0
1866	New_cleaner_coal	No	Quick	Yes	1
1867	Install_scrubbers	No	Lengthy	Yes	0.7
1868	Install_scrubbers	Yes	Quick	No	0.7
1869	Install_scrubbers	Yes	Quick	Yes	0.7
1870	Install_scrubbers	No	Quick	Yes	0.7
1871	New_cleaner_coal	Yes	Lengthy	Yes	0
1872	Install_scrubbers	No	Quick	Yes	0.7
1873	New_cleaner_coal	No	Lengthy	No	1
1874	Install_scrubbers	No	Quick	No	0.7
1875	New_cleaner_coal	No	Quick	No	1
1876	Install_scrubbers	No	Quick	Yes	0.7
1877	New_cleaner_coal	No	Quick	No	1
1878	Install_scrubbers	No	Quick	No	0.7
1879	Install_scrubbers	No	Quick	No	0.7
1880	Install_scrubbers	Yes	Quick	No	0.7
1881	New_cleaner_coal	Yes	Quick	No	0.7
1882	Install_scrubbers	Yes	Quick	Yes	0.7
1883	New_cleaner_coal	Yes	Quick	Yes	0.4
1884	Install_scrubbers	Yes	Quick	Yes	0.7
1885	Install_scrubbers	Yes	Quick	No	0.7
1886	Install_scrubbers	Yes	Quick	No	0.7
1887	New_cleaner_coal	No	Quick	No	1
1888	Install_scrubbers	Yes	Quick	Yes	0.7
1889	New_cleaner_coal	No	Quick	Yes	1
1890	Install_scrubbers	Yes	Quick	No	0.7
1891	New_cleaner_coal	No	Lengthy	No	1
1892	New_cleaner_coal	Yes	Lengthy	Yes	0
1893	Install_scrubbers	Yes	Quick	No	0.7
1894	New_cleaner_coal	Yes	Quick	Yes	0.4
1895	Install_scrubbers	Yes	Lengthy	No	0.7
1896	Install_scrubbers	No	Quick	No	0.7
1897	New_cleaner_coal	No	Quick	Yes	1
1898	New_cleaner_coal	No	Quick	No	1
1899	Install_scrubbers	No	Lengthy	No	0.7
1900	New_cleaner_coal	Yes	Quick	No	0.7
1901	Install_scrubbers	Yes	Quick	Yes	0.7
1902	New_cleaner_coal	No	Quick	Yes	1
1903	Install_scrubbers	Yes	Lengthy	No	0.7
1904	New_cleaner_coal	No	Quick	Yes	1
1905	New_cleaner_coal	Yes	Quick	No	0.7
1906	New_cleaner_coal	Yes	Quick	Yes	0.4
1907	New_cleaner_coal	No	Quick	Yes	1
1908	New_cleaner_coal	No	Lengthy	No	1
1909	Install_scrubbers	Yes	Quick	Yes	0.7
1910	Install_scrubbers	No	Quick	Yes	0.7
1911	New_cleaner_coal	Yes	Quick	No	0.7
1912	Install_scrubbers	Yes	Quick	Yes	0.7
1913	New_cleaner_coal	Yes	Lengthy	Yes	0
1914	Install_scrubbers	Yes	Quick	Yes	0.7
1915	Install_scrubbers	No	Quick	No	0.7
1916	New_cleaner_coal	Yes	Quick	Yes	0.4
1917	Install_scrubbers	Yes	Quick	Yes	0.7
1918	Install_scrubbers	Yes	Quick	Yes	0.7
1919	New_cleaner_coal	Yes	Quick	Yes	0.4
1920	New_cleaner_coal	No	Quick	No	1
1921	New_cleaner_coal	Yes	Lengthy	Yes	0
1922	New_cleaner_coal	No	Quick	No	1
1923	New_cleaner_coal	Yes	Quick	No	0.7
1924	Install_scrubbers	No	Quick	No	0.7
1925	New_cleaner_coal	Yes	Quick	No	0.7
1926	Install_scrubbers	No	Quick	No	0.7
1927	Install_scrubbers	No	Quick	Yes	0.7
1928	Install_scrubbers	Yes	Quick	No	0.7
1929	Install_scrubbers	Yes	Quick	Yes	0.7
1930	Install_scrubbers	No	Quick	No	0.7
1931	Install_scrubbers	Yes	Quick	Yes	0.7
1932	New_cleaner_coal	No	Quick	Yes	1
1933	New_cleaner_coal	No	Quick	No	1
1934	New_cleaner_coal	Yes	Quick	No	0.7
1935	Install_scrubbers	Yes	Lengthy	No	0.7
1936	New_cleaner_coal	Yes	Quick	Yes	0.4
1937	New_cleaner_coal	Yes	Quick	Yes	0.4
1938	Install_scrubbers	Yes	Quick	Yes	0.7
1939	New_cleaner_coal	Yes	Quick	Yes	0.4
1940	New_cleaner_coal	No	Quick	Yes	1
1941	Install_scrubbers	Yes	Quick	Yes	0.7
1942	Install_scrubbers	No	Lengthy	No	0.7
1943	Install_scrubbers	Yes	Quick	No	0.7
1944	Install_scrubbers	No	Quick	Yes	0.7
1945	Install_scrubbers	Yes	Lengthy	No	0.7
1946	Install_scrubbers	No	Quick	Yes	0.7
1947	Install_scrubbers	No	Quick	Yes	0.7
1948	New_cleaner_coal	Yes	Quick	Yes	0.4
1949	New_cleaner_coal	Yes	Quick	No	0.7
1950	Install_scrubbers	No	Quick	Yes	0.7
1951	Install_scrubbers	Yes	Quick	Yes	0.7
1952	Install_scrubbers	Yes	Quick	Yes	0.7
1953	Install_scrubbers	Yes	Quick	No	0.7
1954	Install_scrubbers	No	Lengthy	No	0.7
1955	New_cleaner_coal	Yes	Quick	Yes	0.4
1956	New_cleaner_coal	Yes	Quick	No	0.7
1957	New_cleaner_coal	No	Lengthy	No	1
1958	Install_scrubbers	No	Lengthy	Yes	0.7
1959	New_cleaner_coal	No	Quick	Yes	1
1960	Install_scrubbers	No	Lengthy	Yes	0.7
1961	New_cleaner_coal	Yes	Quick	Yes	0.4
1962	New_cleaner_coal	No	Quick	Yes	1
1963	New_cleaner_coal	Yes	Quick	Yes	0.4
1964	Install_scrubbers	Yes	Quick	Yes	0.7
1965	New_cleaner_coal	No	Quick	No	1
1966	Install_scrubbers	Yes	Quick	Yes	0.7
1967	New_cleaner_coal	No	Quick	Yes	1
1968	New_cleaner_coal	No	Quick	No	1
1969	New_cleaner_coal	No	Quick	Yes	1
1970	New_cleaner_coal	Yes	Quick	Yes	0.4
1971	New_cleaner_coal	No	Quick	No	1
1972	New_cleaner_coal	Yes	Quick	Yes	0.4
1973	Install_scrubbers	Yes	Quick	No	0.7
1974	New_cleaner_coal	Yes	Quick	Yes	0.4
1975	Install_scrubbers	Yes	Quick	Yes	0.7
1976	Install_scrubbers	No	Quick	Yes	0.7
1977	New_cleaner_coal	Yes	Lengthy	No	0.3
1978	New_cleaner_coal	Yes	Lengthy	Yes	0
1979	Install_scrubbers	No	Lengthy	No	0.7
1980	Install_scrubbers	No	Quick	No	0.7
1981	New_cleaner_coal	Yes	Quick	No	0.7
1982	Install_scrubbers	No	Quick	No	0.7
1983	New_cleaner_coal	No	Quick	No	1
1984	New_cleaner_coal	Yes	Quick	Yes	0.4
1985	Install_scrubbers	No	Quick	Yes	0.7
1986	Install_scrubbers	Yes	Quick	Yes	0.7
1987	Install_scrubbers	Yes	Lengthy	No	0.7
1988	Install_scrubbers	No	Quick	No	0.7
1989	New_cleaner_coal	Yes	Quick	Yes	0.4
1990	New_cleaner_coal	Yes	Lengthy	No	0.3
1991	Install_scrubbers	Yes	Quick	No	0.7
1992	Install_scrubbers	Yes	Quick	Yes	0.7
1993	New_cleaner_coal	No	Quick	No	1
1994	New_cleaner_coal	Yes	Quick	No	0.7
1995	Install_scrubbers	Yes	Quick	Yes	0.7
1996	New_cleaner_coal	No	Quick	Yes	1
1997	Install_scrubbers	Yes	Quick	Yes	0.7
1998	Install_scrubbers	Yes	Quick	No	0.7
1999	New_cleaner_coal	Yes	Lengthy	No	0.3
2000	Install_scrubbers	Yes	Quick	No	0.7
2001	Install_scrubbers	No	Quick	Yes	0.7
2002	Install_scrubbers	Yes	Quick	No	0.7
2003	New_cleaner_coal	Yes	Quick	Yes	0.4
2004	Install_scrubbers	Yes	Quick	No	0.7
2005	New_cleaner_coal	No	Quick	Yes	1
2006	Install_scrubbers	No	Quick	Yes	0.7
2007	Install_scrubbers	No	Quick	No	0.7
2008	Install_scrubbers	Yes	Lengthy	Yes	0.7
2009	Install_scrubbers	No	Quick	No	0.7
2010	New_cleaner_coal	Yes	Quick	No	0.7
2011	New_cleaner_coal	No	Quick	No	1
2012	Install_scrubbers	Yes	Quick	Yes	0.7
2013	New_cleaner_coal	No	Quick	No	1
2014	Install_scrubbers	Yes	Quick	Yes	0.7
2015	Install_scrubbers	No	Quick	Yes	0.7
2016	New_cleaner_coal	Yes	Quick	Yes	0.4
2017	New_cleaner_coal	Yes	Quick	No	0.7
2018	Install_scrubbers	No	Lengthy	No	0.7
2019	New_cleaner_coal	No	Quick	Yes	1
2020	New_cleaner_coal	No	Quick	Yes	1
2021	New_cleaner_coal	Yes	Quick	No	0.7
2022	Install_scrubbers	No	Quick	No	0.7
2023	Install_scrubbers	Yes	Quick	Yes	0.7
2024	Install_scrubbers	Yes	Quick	Yes	0.7
2025	New_cleaner_coal	Yes	Lengthy	No	0.3
2026	New_cleaner_coal	Yes	Quick	Yes	0.4
2027	New_cleaner_coal	No	Quick	No	1
2028	New_cleaner_coal	Yes	Quick	Yes	0.4
2029	Install_scrubbers	Yes	Quick	Yes	0.7
2030	New_cleaner_coal	Yes	Quick	Yes	0.4
2031	Install_scrubbers	Yes	Quick	No	0.7
2032	Install_scrubbers	Yes	Quick	Yes	0.7
2033	Install_scrubbers	Yes	Quick	Yes	0.7
2034	Install_scrubbers	Yes	Quick	No	0.7
2035	New_cleaner_coal	Yes	Quick	No	0.7
2036	Install_scrubbers	Yes	Quick	No	0.7
2037	New_cleaner_coal	No	Quick	Yes	1
2038	New_cleaner_coal	Yes	Lengthy	No	0.3
2039	Install_scrubbers	Yes	Quick	No	0.7
2040	New_cleaner_coal	No	Quick	No	1
2041	Install_scrubbers	Yes	Lengthy	No	0.7
2042	Install_scrubbers	Yes	Quick	No	0.7
2043	New_cleaner_coal	No	Quick	Yes	1
2044	Install_scrubbers	No	Quick	No	0.7
2045	Install_scrubbers	No	Quick	No	0.7
2046	New_cleaner_coal	No	Quick	Yes	1
2047	Install_scrubbers	Yes	Quick	Yes	0.7
2048	New_cleaner_coal	Yes	Quick	No	0.7
2049	Install_scrubbers	Yes	Quick	No	0.7
2050	Install_scrubbers	Yes	Quick	Yes	0.7
2051	Install_scrubbers	Yes	Quick	Yes	0.7
2052	Install_scrubbers	Yes	Quick	Yes	0.7
2053	Install_scrubbers	Yes	Quick	Yes	0.7
2054	New_cleaner_coal	Yes	Quick	Yes	0.4
2055	Install_scrubbers	Yes	Quick	Yes	0.7
2056	Install_scrubbers	Yes	Quick	Yes	0.7
2057	Install_scrubbers	No	Quick	Yes	0.7
2058	Install_scrubbers	No	Lengthy	No	0.7
2059	Install_scrubbers	Yes	Quick	Yes	0.7
2060	New_cleaner_coal	Yes	Quick	Yes	0.4
2061	Install_scrubbers	No	Quick	Yes	0.7
2062	Install_scrubbers	Yes	Quick	No	0.7
2063	Install_scrubbers	Yes	Quick	Yes	0.7
2064	Install_scrubbers	Yes	Quick	No	0.7
2065	New_cleaner_coal	Yes	Quick	Yes	0.4
2066	New_cleaner_coal	Yes	Quick	Yes	0.4
2067	Install_scrubbers	Yes	Quick	No	0.7
2068	Install_scrubbers	Yes	Lengthy	No	0.7
2069	New_cleaner_coal	No	Quick	Yes	1
2070	Install_scrubbers	No	Quick	No	0.7
2071	Install_scrubbers	No	Quick	No	0.7
2072	New_cleaner_coal	Yes	Lengthy	No	0.3
2073	Install_scrubbers	Yes	Quick	Yes	0.7
2074	New_cleaner_coal	No	Quick	No	1
2075	New_cleaner_coal	Yes	Quick	Yes	0.4
2076	Install_scrubbers	No	Quick	Yes	0.7
2077	New_cleaner_coal	No	Quick	Yes	1
2078	New_cleaner_coal	Yes	Quick	No	0.7
2079	New_cleaner_coal	Yes	Quick	No	0.7
2080	New_cleaner_coal	No	Quick	Yes	1
2081	Install_scrubbers	No	Quick	No	0.7
2082	Install_scrubbers	Yes	Quick	Yes	0.7
2083	New_cleaner_coal	No	Quick	Yes	1
2084	Install_scrubbers	Yes	Quick	Yes	0.7
2085	Install_scrubbers	No	Quick	Yes	0.7
2086	New_cleaner_coal	Yes	Quick	No	0.7
2087	Install_scrubbers	Yes	Quick	No	0.7
2088	Install_scrubbers	Yes	Quick	No	0.7
2089	New_cleaner_coal	Yes	Quick	No	0.7
2090	New_cleaner_coal	No	Quick	Yes	1
2091	New_cleaner_coal	Yes	Quick	No	0.7
2092	Install_scrubbers	No	Lengthy	No	0.7
2093	New_cleaner_coal	Yes	Lengthy	No	0.3
2094	New_cleaner_coal	No	Quick	Yes	1
2095	New_cleaner_coal	Yes	Quick	No	0.7
2096	Install_scrubbers	Yes	Quick	No	0.7
2097	Install_scrubbers	No	Quick	Yes	0.7
2098	Install_scrubbers	No	Quick	Yes	0.7
2099	Install_scrubbers	Yes	Quick	Yes	0.7
2100	New_cleaner_coal	Yes	Quick	No	0.7
2101	New_cleaner_coal	No	Lengthy	No	1
2102	Install_scrubbers	No	Quick	No	0.7
2103	New_cleaner_coal	Yes	Quick	Yes	0.4
2104	Install_scrubbers	Yes	Quick	Yes	0.7
2105	New_cleaner_coal	Yes	Quick	Yes	0.4
2106	Install_scrubbers	No	Quick	No	0.7
2107	New_cleaner_coal	Yes	Quick	Yes	0.4
2108	Install_scrubbers	Yes	Quick	Yes	0.7
2109	Install_scrubbers	No	Quick	No	0.7
2110	Install_scrubbers	No	Quick	Yes	0.7
2111	Install_scrubbers	No	Lengthy	No	0.7
2112	Install_scrubbers	Yes	Lengthy	No	0.7
2113	New_cleaner_coal	No	Quick	Yes	1
2114	Install_scrubbers	Yes	Quick	Yes	0.7
2115	Install_scrubbers	Yes	Quick	Yes	0.7
2116	Install_scrubbers	Yes	Quick	No	0.7
2117	Install_scrubbers	No	Quick	Yes	0.7
2118	Install_scrubbers	Yes	Lengthy	No	0.7
2119	New_cleaner_coal	No	Quick	Yes	1
2120	New_cleaner_coal	Yes	Quick	No	0.7
2121	New_cleaner_coal	No	Lengthy	No	1
2122	New_cleaner_coal	No	Quick	Yes	1
2123	Install_scrubbers	Yes	Quick	Yes	0.7
2124	New_cleaner_coal	Yes	Quick	Yes	0.4
2125	New_cleaner_coal	Yes	Lengthy	No	0.3
2126	Install_scrubbers	Yes	Quick	No	0.7
2127	Install_scrubbers	Yes	Quick	Yes	0.7
2128	New_cleaner_coal	No	Quick	Yes	1
2129	Install_scrubbers	Yes	Quick	No	0.7
2130	Install_scrubbers	Yes	Quick	Yes	0.7
2131	New_cleaner_coal	No	Quick	Yes	1
2132	Install_scrubbers	Yes	Quick	Yes	0.7
2133	New_cleaner_coal	Yes	Quick	Yes	0.4
2134	New_cleaner_coal	No	Quick	No	1
2135	Install_scrubbers	Yes	Quick	No	0.7
2136	New_cleaner_coal	Yes	Quick	No	0.7
2137	Install_scrubbers	No	Quick	No	0.7
2138	New_cleaner_coal	No	Quick	Yes	1
2139	New_cleaner_coal	No	Quick	Yes	1
2140	New_cleaner_coal	Yes	Quick	No	0.7
2141	New_cleaner_coal	No	Quick	Yes	1
2142	Install_scrubbers	Yes	Quick	Yes	0.7
2143	Install_scrubbers	Yes	Quick	No	0.7
2144	New_cleaner_coal	No	Quick	Yes	1
2145	New_cleaner_coal	No	Quick	Yes	1
2146	New_cleaner_coal	Yes	Quick	Yes	0.4
2147	Install_scrubbers	No	Lengthy	No	0.7
2148	New_cleaner_coal	Yes	Quick	Yes	0.4
2149	Install_scrubbers	No	Quick	No	0.7
2150	Install_scrubbers	Yes	Quick	Yes	0.7
2151	Install_scrubbers	No	Quick	Yes	0.7
2152	Install_scrubbers	No	Quick	Yes	0.7
2153	New_cleaner_coal	Yes	Quick	Yes	0.4
2154	Install_scrubbers	Yes	Quick	Yes	0.7
2155	New_cleaner_coal	Yes	Quick	Yes	0.4
2156	New_cleaner_coal	No	Quick	No	1
2157	Install_scrubbers	Yes	Quick	No	0.7
2158	New_cleaner_coal	No	Quick	Yes	1
2159	Install_scrubbers	Yes	Quick	Yes	0.7
2160	Install_scrubbers	No	Quick	No	0.7
2161	Install_scrubbers	Yes	Quick	Yes	0.7
2162	New_cleaner_coal	Yes	Quick	No	0.7
2163	Install_scrubbers	Yes	Quick	Yes	0.7
2164	Install_scrubbers	No	Quick	Yes	0.7
2165	New_cleaner_coal	Yes	Lengthy	No	0.3
2166	New_cleaner_coal	Yes	Lengthy	No	0.3
2167	New_cleaner_coal	Yes	Lengthy	Yes	0
2168	Install_scrubbers	Yes	Quick	Yes	0.7
2169	New_cleaner_coal	No	Quick	Yes	1
2170	New_cleaner_coal	Yes	Quick	Yes	0.4
2171	New_cleaner_coal	No	Lengthy	No	1
2172	Install_scrubbers	No	Quick	Yes	0.7
2173	New_cleaner_coal	No	Quick	Yes	1
2174	New_cleaner_coal	Yes	Quick	No	0.7
2175	New_cleaner_coal	Yes	Quick	No	0.7
2176	Install_scrubbers	Yes	Quick	Yes	0.7
2177	New_cleaner_coal	No	Quick	No	1
2178	New_cleaner_coal	Yes	Quick	No	0.7
2179	Install_scrubbers	Yes	Quick	Yes	0.7
2180	Install_scrubbers	Yes	Quick	No	0.7
2181	New_cleaner_coal	No	Quick	No	1
2182	New_cleaner_coal	Yes	Quick	Yes	0.4
2183	Install_scrubbers	No	Quick	No	0.7
2184	New_cleaner_coal	Yes	Quick	Yes	0.4
2185	New_cleaner_coal	Yes	Quick	No	0.7
2186	New_cleaner_coal	Yes	Quick	Yes	0.4
2187	Install_scrubbers	Yes	Quick	Yes	0.7
2188	New_cleaner_coal	No	Quick	No	1
2189	Install_scrubbers	Yes	Quick	Yes	0.7
2190	Install_scrubbers	Yes	Quick	No	0.7
2191	Install_scrubbers	No	Quick	Yes	0.7
2192	Install_scrubbers	Yes	Quick	Yes	0.7
2193	Install_scrubbers	Yes	Quick	Yes	0.7
2194	Install_scrubbers	No	Quick	No	0.7
2195	New_cleaner_coal	No	Quick	Yes	1
2196	Install_scrubbers	Yes	Quick	No	0.7
2197	New_cleaner_coal	No	Quick	Yes	1
2198	Install_scrubbers	No	Lengthy	Yes	0.7
2199	New_cleaner_coal	Yes	Quick	No	0.7
2200	New_cleaner_coal	No	Quick	No	1
2201	New_cleaner_coal	Yes	Quick	Yes	0.4
2202	Install_scrubbers	Yes	Quick	No	0.7
2203	Install_scrubbers	Yes	Quick	Yes	0.7
2204	New_cleaner_coal	No	Lengthy	No	1
2205	Install_scrubbers	Yes	Quick	No	0.7
2206	New_cleaner_coal	No	Quick	No	1
2207	New_cleaner_coal	Yes	Quick	Yes	0.4
2208	New_cleaner_coal	Yes	Quick	Yes	0.4
2209	New_cleaner_coal	Yes	Quick	No	0.7
2210	New_cleaner_coal	Yes	Quick	Yes	0.4
2211	New_cleaner_coal	No	Quick	Yes	1
2212	New_cleaner_coal	No	Quick	Yes	1
2213	Install_scrubbers	Yes	Quick	No	0.7
2214	Install_scrubbers	No	Quick	Yes	0.7
2215	New_cleaner_coal	Yes	Quick	No	0.7
2216	New_cleaner_coal	No	Quick	Yes	1
2217	New_cleaner_coal	Yes	Quick	Yes	0.4
2218	New_cleaner_coal	Yes	Quick	Yes	0.4
2219	Install_scrubbers	Yes	Quick	Yes	0.7
2220	Install_scrubbers	Yes	Quick	Yes	0.7
2221	New_cleaner_coal	No	Quick	Yes	1
2222	New_cleaner_coal	Yes	Quick	No	0.7
2223	New_cleaner_coal	Yes	Quick	Yes	0.4
2224	Install_scrubbers	No	Quick	Yes	0.7
2225	Install_scrubbers	No	Quick	No	0.7
2226	Install_scrubbers	No	Quick	No	0.7
2227	New_cleaner_coal	Yes	Lengthy	No	0.3
2228	New_cleaner_coal	No	Quick	Yes	1
2229	Install_scrubbers	No	Lengthy	No	0.7
2230	Install_scrubbers	No	Quick	Yes	0.7
2231	New_cleaner_coal	No	Quick	Yes	1
2232	Install_scrubbers	Yes	Quick	No	0.7
2233	New_cleaner_coal	No	Lengthy	No	1
2234	Install_scrubbers	Yes	Quick	Yes	0.7
2235	Install_scrubbers	Yes	Quick	Yes	0.7
2236	Install_scrubbers	Yes	Lengthy	No	0.7
2237	New_cleaner_coal	Yes	Quick	No	0.7
2238	New_cleaner_coal	Yes	Quick	No	0.7
2239	New_cleaner_coal	Yes	Quick	No	0.7
